 ,,,,,,,,,,,,,,,,,,,,,,
,TODAY,2026. 1. 12,시트 이용 주의사항,,,,,,거래 조건,,,,,,,,구분,단가,미수 (부가세포함),,,
,125,,,,9/5/2025,36536114,뻥쟁이네 부천남부역점,부천역 뻥쟁이네 ,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/36536114,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,126,,,,9/5/2025,36536114,뻥쟁이네 부천남부역점,부천남부역 삼겹살 ,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/36536114,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,127,,,,9/5/2025,1091056146,뻥쟁이네 역곡점,역곡역 뻥쟁이네,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1091056146,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,128,,,,9/5/2025,1091056146,뻥쟁이네 역곡점,역곡 삼겹살 맛집,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1091056146,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,129,,,,9/5/2025,1814512864,야키토리 리을리을,신중동 리을리을,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1814512864,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,130,,,,9/5/2025,1814512864,야키토리 리을리을,부천 야키토리 맛집,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1814512864,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,131,,,,9/5/2025,1029063503,구래동 뻥쟁이네,김포 뻥쟁이네 ,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1029063503,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,132,,,,9/5/2025,1029063503,구래동 뻥쟁이네,구래동 삼겹살,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1029063503,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,133,,,,9/5/2025,465407558,뻥쟁이네 신중동점,중동 뻥쟁이네,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/465407558,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,134,,,,9/5/2025,465407558,뻥쟁이네 신중동점,신중동역 삼겹살,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/465407558,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,135,,,,9/5/2025,1374995918,마르케,논현동 소금빵,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1374995918,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,136,,,,9/5/2025,1374995918,마르케,마르케 카페,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1374995918,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,137,,,,9/5/2025,2064392403,오월의 꽃수저,신동 파스타,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/2064392403,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,138,,,,9/5/2025,2064392403,오월의 꽃수저,신동 꽃수저,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/2064392403,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,139,,,,9/5/2025,35215728,니뽕내뽕 천안신부점,천안터미널 짬뽕,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/35215728,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,3370,,,,9/5/2025,1923527600,아사도 해운대본점,해운대 아사도,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1923527600,,,FALSE,,FALSE,,,https://m.place.naver.com/place/
,3371,,,,9/5/2025,1923527600,아사도 해운대본점,해운대 아사도 파스타,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1923527600,,,FALSE,,FALSE,,,https://m.place.naver.com/place/
,140,,,,9/5/2025,1770334939,거복이식당 회기 본점,회기 거복이,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1770334939,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,141,,,,9/5/2025,1770334939,거복이식당 회기 본점,회기 고기맛집,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1770334939,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,140,,,,9/5/2025,1770334939,거복이식당 회기 본점,회기 삼겹살,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1770334939,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,141,,,,9/5/2025,1770334939,거복이식당 회기 본점,회기역 고기집,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1770334939,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,142,,,,9/5/2025,1294147426,비빔상회 본점,강릉 비빔상회,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,143,,,,9/5/2025,1294147426,비빔상회 본점,강릉 꼬막,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,142,,,,9/5/2025,1294147426,비빔상회 본점,강문 비빔상회,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,143,,,,9/5/2025,1294147426,비빔상회 본점,강릉 꼬막비빔밥,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1294147426,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,144,,,,9/5/2025,36399674,하노이별 공릉점,공릉동 쌀국수,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/36399674,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,145,,,,9/5/2025,37870631,스포애니 신중동점,신중동 스포애니,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/37870631,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,146,,,,9/5/2025,37870631,스포애니 신중동점,부천 중동 헬스장 피티,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/37870631,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,147,,,,9/5/2025,1514682849,스포애니 봉천동점,봉천동 스포애니,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1514682849,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,148,,,,9/5/2025,1514682849,스포애니 봉천동점,서울대 헬스 24시,50,2025-09-06,25. 9. 13.,7,350,https://m.place.naver.com/place/1514682849,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,149,,,,,,,,,,,0,0,https://m.place.naver.com/place/,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,150,,,,9/10/2025,36073217,Projec D,동대문 피자 맛집,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/36073217,말차 유입,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,151,,,,9/10/2025,36073217,Projec D,동대문 루프탑,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/36073217,말차 유입,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,152,,,,9/10/2025,36073217,Projec D,ddp 루프탑 ,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/36073217,말차 길찾기,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,153,,,,9/10/2025,36073217,Projec D,동대문 프로젝디,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/36073217,말차 길찾기,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,154,,,,9/10/2025,1768171911,히도,마산 돈까스,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/1768171911,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,155,,,,9/10/2025,1768171911,히도,히도 돈까스,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/1768171911,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,157,,,,9/10/2025,2099188087,히도 카츠 합포구직영점,합포구 돈까스 ,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/2099188087,말차 길찾기,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,158,,,,9/10/2025,2099188087,히도 카츠 합포구직영점,합포구 히도,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/2099188087,말차 길찾기,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,159,,,,9/10/2025,1338456648,벙커힐,파주 카페,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/1338456648,,TRUE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,160,,,,9/10/2025,1338456648,벙커힐,파주 벙커힐,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/1338456648,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,161,,,,9/10/2025,1338456648,벙커힐,파주카페 벙커힐,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/1338456648,말차 길찾기,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,161,,,,9/10/2025,1338456648,벙커힐,파주 카페,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/1338456648,말차 길찾기,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,162,,,,9/10/2025,267802526,메종 드 플레터 스타시티서울점,천호 파스타 맛집,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/267802526,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,163,,,,9/10/2025,267802526,메종 드 플레터 스타시티서울점,한강뷰 레스토랑,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/267802526,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,164,,,,9/10/2025,1596131027,돈카츠인정,마곡 돈까스,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/1596131027,말차 길찾기,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,165,,,,9/10/2025,1596131027,돈카츠인정,마곡 인정돈까스,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/1596131027,말차 길찾기,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,166,,,,9/10/2025,2044498413,EOC비전센터,도안 안경점,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/2044498413,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,167,,,,9/10/2025,2044498413,EOC비전센터,도안 eoc 안경,50,9/11/2025,9/18/2025,7,350,https://m.place.naver.com/place/2044498413,말차 길찾기,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,168,,,,,,,,,,,0,0,https://m.place.naver.com/place/,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,169,,,,9/12,36536114,뻥쟁이네 부천남부역점,부천역 뻥쟁이네 ,50,2025-09-13,25. 9. 20.,7,350,https://m.place.naver.com/place/36536114,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,170,,,,9/12,36536114,뻥쟁이네 부천남부역점,부천남부역 삼겹살 ,50,2025-09-13,25. 9. 20.,7,350,https://m.place.naver.com/place/36536114,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,171,,,,9/12,1091056146,뻥쟁이네 역곡점,역곡역 뻥쟁이네,50,2025-09-13,25. 9. 20.,7,350,https://m.place.naver.com/place/1091056146,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,172,,,,9/12,1091056146,뻥쟁이네 역곡점,역곡 삼겹살 맛집,50,2025-09-13,25. 9. 20.,7,350,https://m.place.naver.com/place/1091056146,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,173,,,,9/12,1029063503,구래동 뻥쟁이네,김포 뻥쟁이네 ,50,2025-09-13,25. 9. 20.,7,350,https://m.place.naver.com/place/1029063503,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,174,,,,9/12,1029063503,구래동 뻥쟁이네,구래동 삼겹살,50,2025-09-13,25. 9. 20.,7,350,https://m.place.naver.com/place/1029063503,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,175,,,,9/12,1374995918,마르케,논현동 소금빵,50,2025-09-13,25. 9. 20.,7,350,https://m.place.naver.com/place/1374995918,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,176,,,,9/12,1374995918,마르케,마르케 카페,50,2025-09-13,25. 9. 20.,7,350,https://m.place.naver.com/place/1374995918,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,177,,,,9/12,2064392403,오월의 꽃수저,신동 파스타,50,2025-09-13,25. 9. 20.,7,350,https://m.place.naver.com/place/2064392403,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,178,,,,9/12,2064392403,오월의 꽃수저,신동 꽃수저,50,2025-09-13,25. 9. 20.,7,350,https://m.place.naver.com/place/2064392403,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,179,,,,9/12,1770334939,거복이식당 회기 본점,회기 거복이,50,2025-09-13,25. 9. 20.,7,350,https://m.place.naver.com/place/1770334939,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,180,,,,9/12,1770334939,거복이식당 회기 본점,회기 고기맛집,50,2025-09-13,25. 9. 20.,7,350,https://m.place.naver.com/place/1770334939,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,181,,,,9/12,1770334939,거복이식당 회기 본점,회기 삼겹살,50,2025-09-13,25. 9. 20.,7,350,https://m.place.naver.com/place/1770334939,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,182,,,,9/12,1770334939,거복이식당 회기 본점,회기역 고기집,50,2025-09-13,25. 9. 20.,7,350,https://m.place.naver.com/place/1770334939,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,183,,,,9/12,36399674,하노이별 공릉점,공릉동 쌀국수,50,2025-09-13,25. 9. 20.,7,350,https://m.place.naver.com/place/36399674,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,184,,,,,,,,,,,0,0,https://m.place.naver.com/place/,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,185,,,,,2044498413,EOC비전센터,도안 안경점,50,9/18/2025,9/25/2025,7,350,https://m.place.naver.com/place/2044498413,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,186,,,,,267802526,메종 드 플레터 스타시티서울점,천호 파스타 맛집,50,9/18/2025,9/25/2025,7,350,https://m.place.naver.com/place/267802526,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,187,,,,,267802526,메종 드 플레터 스타시티서울점,한강뷰 레스토랑,50,9/18/2025,9/25/2025,7,350,https://m.place.naver.com/place/267802526,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,188,,,,,1338456648,벙커힐,파주 카페,50,9/18/2025,9/25/2025,7,350,https://m.place.naver.com/place/1338456648,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,189,,,,,1338456648,벙커힐,파주 벙커힐,50,9/18/2025,9/25/2025,7,350,https://m.place.naver.com/place/1338456648,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,190,,,,,1338456648,벙커힐,파주 대형카페,50,9/18/2025,9/25/2025,7,350,https://m.place.naver.com/place/1338456648,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,191,,,,,1338456648,벙커힐,파주카페,50,9/18/2025,9/25/2025,7,350,https://m.place.naver.com/place/1338456648,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,192,,,,,36073217,Projec D,ddp 루프탑 ,50,9/18/2025,9/25/2025,7,350,https://m.place.naver.com/place/36073217,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,193,,,,,36073217,Projec D,동대문 프로젝디,50,9/18/2025,9/25/2025,7,350,https://m.place.naver.com/place/36073217,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,194,,,,,,,,,,,0,0,https://m.place.naver.com/place/,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,195,,,,2025-09-19,36536114,뻥쟁이네 부천남부역점,부천역 뻥쟁이네 ,50,2025-09-20,2025-09-27,7,350,https://m.place.naver.com/place/36536114,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,196,,,,2025-09-19,36536114,뻥쟁이네 부천남부역점,부천남부역 삼겹살 ,50,2025-09-20,2025-09-27,7,350,https://m.place.naver.com/place/36536114,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,197,,,,2025-09-19,1091056146,뻥쟁이네 역곡점,역곡역 뻥쟁이네,50,2025-09-20,2025-09-27,7,350,https://m.place.naver.com/place/1091056146,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,198,,,,2025-09-19,1091056146,뻥쟁이네 역곡점,역곡 삼겹살 맛집,50,2025-09-20,2025-09-27,7,350,https://m.place.naver.com/place/1091056146,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,199,,,,2025-09-19,1029063503,구래동 뻥쟁이네,김포 뻥쟁이네 ,50,2025-09-20,2025-09-27,7,350,https://m.place.naver.com/place/1029063503,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,200,,,,2025-09-19,1029063503,구래동 뻥쟁이네,구래동 삼겹살,50,2025-09-20,2025-09-27,7,350,https://m.place.naver.com/place/1029063503,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,201,,,,2025-09-19,1374995918,마르케,논현동 소금빵,50,2025-09-20,2025-09-27,7,350,https://m.place.naver.com/place/1374995918,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,202,,,,2025-09-19,1374995918,마르케,마르케 카페,50,2025-09-20,2025-09-27,7,350,https://m.place.naver.com/place/1374995918,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,203,,,,2025-09-19,1770334939,거복이식당 회기 본점,회기 거복이,50,2025-09-20,2025-09-27,7,350,https://m.place.naver.com/place/1770334939,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,204,,,,2025-09-19,1770334939,거복이식당 회기 본점,회기 고기맛집,50,2025-09-20,2025-09-27,7,350,https://m.place.naver.com/place/1770334939,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,205,,,,2025-09-19,36399674,하노이별 공릉점,공릉동 쌀국수,50,2025-09-20,2025-09-27,7,350,https://m.place.naver.com/place/36399674,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,206,,,,2025-09-19,1923527600,아사도 해운대본점,해운대 스테이크 다이닝,50,2025-09-20,2025-09-27,7,350,https://m.place.naver.com/place/1923527600,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,207,,,,2025-09-19,1923527600,아사도 해운대본점,해운대 파인다이닝 파스타,50,2025-09-20,2025-09-27,7,350,https://m.place.naver.com/place/1923527600,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,208,,,,,,,,,,,0,0,https://m.place.naver.com/place/,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,209,,,,9/24,267802526,메종 드 플레터 스타시티서울점,천호 파스타 맛집,50,9/25,25. 10. 2.,7,350,https://m.place.naver.com/place/267802526,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,210,,,,9/24,267802526,메종 드 플레터 스타시티서울점,한강뷰 레스토랑,50,9/25,25. 10. 2.,7,350,https://m.place.naver.com/place/267802526,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,211,,,,,,,,,,,0,0,https://m.place.naver.com/place/,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,212,,,,2025-09-26,37308999,램플러스부평점,부평 램플러스,50,2025-09-27,2025-10-04,7,350,https://m.place.naver.com/place/37308999,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,213,,,,2025-09-26,37308999,램플러스부평점,평리단길 양꼬치,50,2025-09-27,2025-10-04,7,350,https://m.place.naver.com/place/37308999,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,214,,,,2025-09-26,36536114,뻥쟁이네 부천남부역점,부천역 뻥쟁이네 ,50,2025-09-27,2025-10-04,7,350,https://m.place.naver.com/place/36536114,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,215,,,,2025-09-26,36536114,뻥쟁이네 부천남부역점,부천남부역 삼겹살 ,50,2025-09-27,2025-10-04,7,350,https://m.place.naver.com/place/36536114,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,216,,,,2025-09-26,1091056146,뻥쟁이네 역곡점,역곡 뻥쟁이네,50,2025-09-27,2025-10-04,7,350,https://m.place.naver.com/place/1091056146,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,217,,,,2025-09-26,1091056146,뻥쟁이네 역곡점,역곡 삼겹살 맛집,50,2025-09-27,2025-10-04,7,350,https://m.place.naver.com/place/1091056146,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,218,,,,2025-09-26,1029063503,구래동 뻥쟁이네,구래동 뻥쟁이네,50,2025-09-27,2025-10-04,7,350,https://m.place.naver.com/place/1029063503,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,219,,,,2025-09-26,1029063503,구래동 뻥쟁이네,구래동 삼겹살 맛집,50,2025-09-27,2025-10-04,7,350,https://m.place.naver.com/place/1029063503,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,220,,,,2025-09-26,1374995918,마르케,강남 소금빵 카페,50,2025-09-27,2025-10-04,7,350,https://m.place.naver.com/place/1374995918,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,221,,,,2025-09-26,1374995918,마르케,마르케 카페,50,2025-09-27,2025-10-04,7,350,https://m.place.naver.com/place/1374995918,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
,222,,,,2025-09-26,1770334939,거복이식당 회기 본점,회기 거복이,50,2025-09-27,2025-10-04,7,350,https://m.place.naver.com/place/1770334939,,FALSE,FALSE,,FALSE,,,https://m.place.naver.com/place/
